moreau-broto autocorrelation of lag 2 weighted by atomic number,averaged and centered moreau-broto autocorrelation of lag 5 weighted by mass,min of sss,moreau-broto autocorrelation of lag 7 weighted by atomic number,centered moreau-broto autocorrelation of lag 2 weighted by polarizability
789.0,-7.90005770326121,NA,324.0,0.007898803189188897
628.0,4.01635222407605,NA,66.0,0.48832420921667535
384.0,NA,NA,0.0,37.813987851851856
690.0,-0.2826752322222205,NA,4.0,-0.2778503321242463
765.0,-10.966949816666663,NA,33.0,-0.8053230795619803
988.0,23.997777432291674,NA,1.0,0.35401974969693717
1180.0,0.15601500490428724,NA,930.0,-2.6738108747376814
893.0,0.53659059272876,NA,554.0,-3.0868213986887474
1396.0,44.12372469522256,NA,72.0,-1.7763836152999954
1741.0,5.496404779389473,NA,2298.0,-4.148144385084206
1770.0,-252.28456700583328,NA,500.0,2.573377769617677
486.0,NA,NA,0.0,1.1118032801415008
782.0,-5.82049040468988,NA,81.0,-0.28728496639726153
792.0,5.203086029897229,NA,402.0,-2.143862381926863
993.0,-4.2348192448559665,NA,196.0,0.48457465566803765
1508.0,-6.80459561147842,NA,765.0,4.330917808086998
1354.0,8.732975159188506,NA,528.0,-0.9807506010436935
1518.0,0.4458457406928739,NA,653.0,2.360839777355321
710.0,-4.499533901772661,NA,72.0,2.4664369816686706
1293.0,-1.0572032837479872,NA,636.0,0.9445197144147438
827.0,1.9445613960294206,NA,70.0,0.6616318730966804
827.0,-10.532145158382345,NA,266.0,0.6616318730966806
1546.0,4.478984739757321,NA,1081.0,0.4657853145137292
444.0,0.16415775427350282,NA,77.0,-2.063061966542889
598.0,-14.236963128888886,NA,0.0,-0.8014754685605543
507.0,-0.9622256523437509,NA,2.0,-0.7356656302010325
956.0,3.183636896276993,NA,157.0,0.08241545150756313
2168.0,3.5435379452838776,NA,1750.0,3.4782755512643484
1365.0,-6.031421448954446,NA,803.0,3.568798956762725
1582.0,11.585811532075269,NA,1500.0,-1.1928616160815788
1887.0,-0.5994584912254923,NA,1463.0,0.62478101080578
1221.0,3.3345037059290115,NA,720.0,-1.3067873639439358
1996.0,-0.8129124795473834,NA,1894.0,-0.5415731830749243
690.0,17.706125007777782,NA,32.0,-0.27785033212424626
0.0,NA,NA,0.0,0.0
1834.0,5.8690384819094135,NA,1234.0,-2.310078417188488
979.0,73.05450100694446,NA,0.0,0.004078000309750307
275.0,-0.17023559714286063,NA,27.0,-1.0582637422648404
1409.0,-4.690435608013498,NA,0.0,1.5849764906560457
962.0,-29.710891738520406,NA,0.0,-24.432473755328278
483.0,8.662193817142862,NA,38.0,-1.2862210529702802
1355.0,-4.7169549719727835,NA,620.0,4.129691826312614
3020.0,5.4177144994543776,1.3262333862430984,2920.0,-0.9154483849899346
1574.0,-9.5101243711916,NA,995.0,-1.160955534101815
2231.0,-0.9965226802184465,NA,1899.0,0.9330133431027993
1925.0,3.0271081187852724,NA,2130.0,0.012406794586023895
2342.0,-2.263859669613965,NA,909.0,7.159587553719929
2593.0,0.9267225532159564,NA,1708.0,10.569897387871812
1678.0,-1.2541522336728388,NA,2067.0,1.0668561686946327
2206.0,-4.872950247323943,NA,879.0,2.895463207782048
2767.0,-4.197714313307695,NA,2399.0,3.199196938185117
2165.0,1.0181573751834265,0.5071837207105065,2878.0,-0.05649010270871402
715.0,5.7082558024691386,NA,34.0,-0.776121910666666
4868.0,-2.693880270874451,NA,5312.0,-4.008236459040813
772.0,-0.8985213244680849,NA,141.0,-1.6161309132734998
1481.0,-8.365878667013533,NA,840.0,-0.7835625141414639
801.0,-1.4027032343750003,NA,242.0,0.24782999050069224
781.0,1.4183021147518802,NA,72.0,0.8729392893149082
3039.0,-1.064710504326731,NA,3717.0,4.832347419558312
1386.0,1.0827392515335015,NA,859.0,1.9427448081134202
1370.0,5.403036940692372,NA,946.0,3.8680852104715564
364.0,-1.1250816565104171,NA,0.0,-1.5460105600315823
976.0,0.12541840417148795,NA,672.0,-3.418078697509893
460.0,15.385246601111088,NA,0.0,-0.21847412675003453
505.0,0.12043322359396462,NA,176.0,-2.374862804775135
876.0,-13.5785160628346,NA,27.0,7.900681054317435
801.0,-1.5411092360942706,NA,18.0,2.001383908420283
536.0,-0.8144093261054414,NA,226.0,-2.191614680156161
2033.0,2.8248593340794614,NA,1305.0,2.3919286042472097
1861.0,-1.624147812364275,NA,1651.0,1.484527051064996
539.0,0.6141274238227116,NA,6.0,0.4964665270064151
594.0,-0.021447840909090563,NA,298.0,-2.9741773400965283
319.0,-22.011036090144234,NA,0.0,-0.07112215166684388
1176.0,-19.6494665,1.7574999999999998,150.0,-0.4758740226239957
157.0,NA,NA,0.0,-1.1059189292043474
1509.0,3.9110806245358907,NA,1124.0,1.957376918968707
502.0,19.422617005611677,NA,41.0,-1.5409885593133865
2115.0,-0.4761967006406568,NA,2583.0,2.606644829147174
2058.0,-2.803446963098401,NA,1340.0,-0.3799677843867502
2061.0,-6.349810396050863,NA,1534.0,0.01198791672722227
410.0,NA,NA,0.0,-1.1293296834152837
544.0,-3.959143410845588,NA,120.0,-1.7377039896135127
2434.0,0.9474829285391383,NA,2184.0,1.924498790952752
2040.0,-1.4128688411847001,NA,1346.0,2.5304306715671023
1306.0,23.022878202143627,NA,398.0,-1.9534425095775698
850.0,-3.797603473517102,NA,336.0,-0.6740683005215509
429.0,2.8002457015384525,NA,1.0,-0.8580847442385031
542.0,-2.6366853520220617,NA,9.0,-1.0087094014551252
0.0,NA,NA,0.0,0.0
1395.0,-1.5342189888076245,NA,1358.0,-1.3791585415332719
881.0,-8.922205148888876,NA,0.0,-0.6886820276163315
820.0,-0.26787658488343363,NA,464.0,-3.5125415039179075
610.0,0.26380120315321326,NA,288.0,-1.4548187911243162
548.0,-12.249993870583106,NA,120.0,-1.423524013008767
802.0,13.459174729338853,NA,186.0,1.3724440919230052
1418.0,-1.5124206799307953,NA,1065.0,-1.0025226257106188
348.0,34.037500694444425,NA,0.0,-0.4476562487877502
1824.0,6.278200811541276,NA,1387.0,4.786313339701001
2002.0,1.8559313436484146,NA,1369.0,-0.9508918201158852
2587.0,-7.439410099940278,NA,2534.0,-0.2549127541767984
2249.0,-2.753918933925853,NA,1582.0,-0.6661773728461787
1857.0,-11.152635671538464,NA,1579.0,1.104888912472751
1478.0,-15.62669452280762,NA,639.0,2.452651285324568
2665.0,-2.803390168715661,1.2556888186735766,3063.0,7.172841144328937
1490.0,-6.959063474948733,NA,906.0,0.1827451294463318
2666.0,3.805137463182027,NA,2462.0,3.3404446126739002
1614.0,-1.1275677029914517,NA,779.0,1.63091945441483
4427.0,-1.041203685946761,NA,8407.0,1.8880431778028255
604.0,19.935824788286496,NA,0.0,-4.6329113899239065
1359.0,9.270465464790568,NA,768.0,0.32910624154913326
1409.0,7.4775257136101345,NA,854.0,1.6859134527620423
591.0,-15.101278449192781,NA,3.0,-0.4216717183147269
1151.0,12.232587852413026,NA,40.0,0.7954801566940312
729.0,-2.4205485190166978,NA,1.0,-0.9712778366792223
571.0,0.1945551331945903,NA,288.0,-3.208749071600872
708.0,-1.695675817341707,NA,108.0,2.799764677193105
1366.0,NA,NA,0.0,-2.83131942453356
757.0,-172.05556416609977,NA,0.0,0.2618287269481099
675.0,0.23205671999007818,NA,352.0,-3.2624588474520957
1288.0,-6.387447821005924,NA,646.0,5.177608634263004
390.0,NA,NA,0.0,1.903277247483792
1005.0,-0.7920624334251621,NA,552.0,-1.7718532931647504
636.0,1.8228593072300132,NA,150.0,-0.1826348111435202
500.0,-27.55200000000001,NA,0.0,-1.0100602236430003
648.0,-3.0050269223140433,NA,7.0,0.17745111504344313
385.0,NA,NA,0.0,-1.2196220844397223
689.0,-21.152865499999983,NA,0.0,-1.1820404516852374
833.0,0.6679425629204597,NA,48.0,0.3374487600681398
1246.0,-0.832328868400383,NA,913.0,-2.4038695920257833
668.0,-6.274088972641777,NA,320.0,-1.1655813708972216
1320.0,-5.026746170688797,NA,1056.0,-3.880586437915678
916.0,-2.848239564521774,NA,196.0,0.3160615466896668
843.0,1.2231682986110988,NA,3.0,2.188433590029535
528.0,-0.04115491996184459,NA,240.0,-2.088956370361565
1542.0,0.5489360333951769,NA,938.0,-2.132161039614365
1225.0,-2.7581352899021314,1.5412412603930459,616.0,-0.5403014232916898
2072.0,-1.994365835954104,1.4363213997018558,1855.0,3.8145895640003604
1182.0,-13.442568301493603,NA,642.0,4.690485426808902
1599.0,4.450925362738617,NA,273.0,1.649383387542891
1488.0,-7.827381512105444,NA,893.0,-1.7809024372757905
664.0,-1.4549954800162044,NA,184.0,-1.3147159698547848
1397.0,4.211192376128297,NA,548.0,1.3160489410375495
203.0,17.909172928994067,NA,0.0,0.12505863894573324
200.0,NA,NA,0.0,-0.9414950515219999
1006.0,-25.225641664521035,NA,414.0,0.37536294866423703
814.0,-14.030146459019672,NA,318.0,-0.8391585885510631
802.0,-3.683350853994485,NA,157.0,1.0765072080172833
572.0,-6.916166097399999,NA,48.0,-1.5387415715592
2030.0,2.8172456193992166,NA,1686.0,3.445159778025167
1283.0,-8.79360210399449,NA,713.0,1.1113732264856453
1245.0,2.2888808408361685,NA,906.0,1.3423816247205356
1405.0,-2.4363856037406437,NA,1127.0,-0.32901587933855736
1110.0,10.168971369887181,NA,542.0,-1.2710854285546647
968.0,1.1708997300000006,NA,21.0,-1.2921343044244997
1349.0,5.038942474597081,NA,699.0,2.4780507707502255
1167.0,-14.157318885216698,NA,468.0,-1.8899208121554012
5829.0,-0.09528960611204756,NA,9029.0,0.7947112979200988
2296.0,-0.11451520417414013,NA,3008.0,-9.08922341158912
2523.0,4.736133703507955,NA,3182.0,-1.8516463568589157
1263.0,-12.726336921487599,NA,774.0,1.2152799115462307
2256.0,-11.587725451480507,NA,2160.0,6.592023304869892
2004.0,0.7888040618960382,NA,2964.0,-2.23007816785543
1413.0,-3.3163773969016996,NA,1188.0,1.43937612523671
4928.0,-8.427030705863537,NA,6785.0,6.428441037400001
694.0,-15.83856107497117,NA,24.0,-0.6833616261517176
1724.0,-1.1693135486071962,NA,1122.0,0.24006346302222656
921.0,-16.94816664317079,NA,64.0,1.5121484914926033
985.0,-29.46413073170731,NA,68.0,0.15607110345586483
522.0,-3.808519786139454,NA,156.0,-0.3393637072753112
1222.0,-7.8901929705206895,NA,199.0,0.5691610874244968
1614.0,-1.4716289125285829,NA,1115.0,-0.9651630404937168
1516.0,-4.140446822157436,NA,652.0,-1.2590865139999972
1445.0,-4.103153050203332,NA,823.0,1.1408355462962934
1308.0,-10.554924074619166,NA,659.0,-2.042449545403772
1398.0,-7.327823196428574,NA,764.0,-1.9144258355219907
1310.0,-9.116214757590528,NA,846.0,-1.7882398110245339
1681.0,-1.0910113115584699,NA,1316.0,-1.8346324080652843
1176.0,2.4005202712721627,NA,678.0,-1.5519741349219778
1921.0,-8.50971653730016,NA,2564.0,5.435129000160019
1078.0,6.000739731113425,NA,804.0,0.4950629877922802
1172.0,0.04464006214513715,NA,670.0,0.3713840108008106
1498.0,2.601797795571547,NA,1236.0,4.096385336128407
1936.0,-26.170086202120142,NA,1554.0,0.27164538781278635
1308.0,-18.02679625423729,1.5284013605442175,835.0,-2.4149927444813453
1969.0,-0.7018207103770436,NA,1223.0,2.4766819255132764
2629.0,-5.566883207000457,NA,2770.0,4.194155424700217
781.0,-7.905130702512256,NA,3.0,0.3930363695002014
2053.0,1.6929989820781524,NA,1393.0,-1.040247570278492
682.0,77.81301534183675,NA,4.0,-1.6886876747185295
526.0,121.23771663999999,NA,0.0,0.03054275869128034
1290.0,-26.391390026322338,NA,162.0,6.860358287861109
1008.0,-4.423757249630179,NA,464.0,-2.025314133925887
345.0,NA,NA,0.0,-7.139353867676636
797.0,-47.821642065306115,NA,0.0,0.2579932033269397
0.0,NA,NA,0.0,0.0
914.0,0.11679714580973194,NA,608.0,-4.1851920042846285
1317.0,4.377380299944141,NA,1138.0,3.497958029403917
2168.0,10.581037129264258,1.247987528344671,838.0,5.115938038478692
1401.0,-0.15154428303518927,NA,351.0,0.017824356355778725
2085.0,-1.1022657066070083,NA,1295.0,3.0491943394769088
2060.0,0.8669759422877381,NA,1950.0,-3.56856573601645
1857.0,9.04678121929571,NA,1105.0,-0.10351721623515625
1154.0,3.8540172852457757,NA,501.0,-0.9460219420693983
1093.0,4.095012229643792,NA,655.0,0.7787498194990032
1810.0,1.9594036462458648,NA,1359.0,-1.4388998994157718
1605.0,30.377757369835006,NA,9.0,-0.8171645812783745
1104.0,5.595452030487804,NA,358.0,-0.7559481959663443
1111.0,3.27606554949281,NA,125.0,2.2353350815034165
1900.0,3.603454058904868,NA,1095.0,0.010022970876537696
1413.0,-6.2673351875,NA,827.0,-1.3558577299666466
2216.0,-4.11594490079365,1.6799277210884351,2320.0,4.221834750181198
2889.0,39.05445234743979,NA,54.0,-0.1649638746187804
1320.0,-68.84873859603657,NA,150.0,-0.6094281790913433
1042.0,0.6110226198830402,NA,436.0,-0.1301475735029365
1979.0,5.652045576276932,NA,1825.0,2.8115228090801407
2005.0,3.2398482854421675,NA,1624.0,2.0401235732436307
1696.0,-0.7661706499694264,NA,1205.0,3.71493694422996
1512.0,5.11650653783992,NA,910.0,1.484141419727997
1601.0,36.54362437158068,NA,0.0,-1.3348968828332501
2023.0,2.9859288023625496,0.8558666383219954,1134.0,4.6332929012641895
1127.0,-16.126418174387144,NA,462.0,6.502920119483738
1246.0,-19.68283865625001,1.6885185185185183,537.0,3.8498068764589997
3761.0,-17.917465150359952,NA,4651.0,2.5814628589090725
331.0,-14.514290438100728,NA,9.0,-0.9787126682194229
479.0,32.10884448444441,NA,0.0,-0.6849599739759423
594.0,-13.323918709695292,NA,0.0,-0.9422822165095993
636.0,1.204236486986615,NA,0.0,0.3160282415214618
591.0,0.22967615224358914,NA,162.0,-1.9504523427825635
666.0,-8.188598420769225,NA,4.0,-1.2114981324244969
1380.0,0.6006979349032023,NA,657.0,1.023974350237761
1803.0,-7.67963442938537,NA,1220.0,0.559672155462247
2178.0,-2.60176935925004,NA,1892.0,0.40144373476571926
1314.0,-2.0002497699167665,NA,541.0,-1.1619602529299944
1172.0,-23.138001130246284,NA,554.0,0.7139907381439657
1790.0,20.818556895483034,NA,254.0,0.7848259635306979
1081.0,-1.7231139346240143,NA,19.0,-0.1074350895190252
1137.0,11.882611769944345,NA,594.0,0.10427060366196134
1771.0,4.089735791707475,1.8239876490719742,1368.0,5.707558679868308
1235.0,-0.2895739544852333,NA,840.0,-2.495768699918098
1344.0,NA,NA,0.0,139.62827145679012
1275.0,NA,NA,0.0,0.060773759999998914
3558.0,-3.0953100520823393,NA,3748.0,2.903768757582621
1502.0,15.596350511493716,NA,934.0,3.0256095494840447
9013.0,4.206402599145208,NA,13372.0,-5.9941677302884155
1186.0,-0.7058523895435396,NA,1006.0,1.6656117683489697
652.0,-3.109000826530607,NA,108.0,2.059747046978491
1561.0,-6.192928880889162,NA,1098.0,4.763823927545985
2244.0,1.96183195749705,1.54208734882842,2610.0,5.996662987731152
597.0,7.669098802973044,NA,161.0,-0.9675988123168754
699.0,36.652949826666685,NA,0.0,-0.6204947253135049
3696.0,2.78205551414954,NA,6239.0,13.001554469815494
1628.0,0.49409390072989456,NA,1491.0,-4.327351356323873
1654.0,0.48159592670171886,NA,1528.0,-4.459177709656034
973.0,-2.7602956969678916,NA,0.0,0.31067878874452104
767.0,2.7872949913131335,NA,251.0,-1.2379900737595317
927.0,-3.340685252886541,NA,370.0,2.0839721610033752
864.0,12.377230260508252,1.2937037037037036,6.0,-1.7835040491691472
1889.0,-2.9790234891605625,NA,1622.0,5.323205362538631
1504.0,-7.517946518322553,NA,327.0,-0.19864312611938356
255.0,15.474782439999984,NA,0.0,-0.9066111212326669
261.0,15.472684484444429,NA,0.0,-1.1872673272272225
2244.0,0.6208693218280884,NA,2215.0,-5.963958529511835
261.0,18.984071433673446,NA,0.0,-1.1324201868748167
3150.0,1.8438784145083258,0.981250633352004,3265.0,-1.4694801277669984
1034.0,8.982380487777787,NA,8.0,-1.5353892887491691
707.0,-8.256792228036176,NA,163.0,0.5527962566467215
992.0,-8.427392473026144,NA,600.0,-0.527729624966736
1486.0,-6.378939744790327,NA,240.0,2.4306884812356353
2618.0,-1.9142495868198361,NA,2402.0,3.8036688734734647
1733.0,-4.775478494521515,NA,1547.0,-2.2727373277640823
5295.0,-0.46342325520285893,NA,7930.0,0.8259616942421855
1740.0,-214.60848216435824,NA,114.0,6.6759919412804
3584.0,3.0455190367867844,NA,2842.0,2.605784581257837
1920.0,0.5964916934267244,NA,1458.0,3.3372043568617045
2504.0,11.912152121433511,NA,1552.0,-0.5502083612645101
2899.0,-33.08196803157844,NA,420.0,12.57533484537636
5624.0,-1.3604666245287524,NA,7830.0,1.797292630943535
2016.0,-9.634052417865599,NA,2610.0,0.40717359301404377
829.0,-0.8655351537109378,NA,435.0,0.7435452812413732
1394.0,-1.0388274641830353,NA,83.0,1.4630955444170017
818.0,2.8801780574829956,NA,372.0,-0.961752810800039
1645.0,1.003233460837009,NA,1120.0,-0.5863580792208956
1957.0,-9.285354963636363,NA,1382.0,0.65251039733669
1301.0,-15.080160084256054,NA,4.0,-1.7748163816245013
2135.0,-1.4561855909580206,NA,1342.0,-0.15730087762645195
856.0,-0.5744491764705932,NA,1.0,-0.9294499595571567
2404.0,3.9267667777132185,1.5423894651090717,1968.0,5.776304456855207
751.0,-7.893550099494949,NA,45.0,1.3007303280612503
1041.0,4.831671120000002,NA,396.0,-0.572190984459868
2140.0,2.954276789378164,NA,3296.0,-5.784054787233344
3219.0,3.7155591858739467,NA,5374.0,-4.962830395443692
2107.0,0.5345198739269929,1.798722947017534,1694.0,4.016310831563494
5997.0,-1.0050780647085071,NA,5366.0,10.213829444425087
1334.0,2.425824140419345,NA,1254.0,3.4337120944337904
838.0,-7.5388223441366335,NA,306.0,3.2884979640877647
752.0,-5.180920982171313,NA,41.0,1.3961709298069163
1616.0,0.04730079555555214,NA,588.0,0.3243125878723644
1792.0,3.0455190367867893,NA,1421.0,1.3028922906289184
1320.0,-32.28685808194444,NA,126.0,-0.6094281790913436
372.0,17.93871281660899,NA,0.0,0.3552531831251673
424.0,12.561034031394273,NA,0.0,1.3040797580770098
696.0,NA,NA,0.0,-2.9104801980930657
643.0,-3.8195200858725733,NA,0.0,0.1553061483373379
1120.0,-0.8878603702827061,NA,1128.0,2.7498471103156734
1248.0,4.859104681661715,NA,1188.0,0.07040160403390672
496.0,8.694559756232678,NA,0.0,0.15161993697451948
1326.0,-20.380098412698413,NA,0.0,-1.7912611242122498
1002.0,0.9558227752213575,NA,180.0,6.028075833719548
3450.0,4.233193591576151,NA,5506.0,7.70743655540489
2300.0,2.1905909085171564,NA,1918.0,-1.9303380512123176
1430.0,-3.4830083692211993,NA,1058.0,2.665371487295465
299.0,NA,NA,0.0,1.5778817372224578
503.0,1.7183109900173568,NA,3.0,0.011456606388909274
2082.0,-10.19657678276156,NA,1596.0,-0.4494500191304981
507.0,12.108222878316031,NA,0.0,0.45337589366768516
511.0,25.40290793662356,NA,54.0,-0.3402675754625154
432.0,-0.4054063125000007,NA,2.0,-0.1259281648867503
1582.0,-4.928733867768594,NA,768.0,2.813069877206514
732.0,-24.546850112188363,NA,0.0,1.8518304390627602
561.0,NA,NA,0.0,48.44906874999998
2144.0,7.071279125134059,1.8273468938769262,2055.0,2.4166269184850404
602.0,4.5210004843749925,NA,0.0,-0.5677231222163441
924.0,-35.6383493888889,NA,652.0,0.23621591854235774
1747.0,2.4941770792151265,NA,1271.0,1.96506976590382
1429.0,7.37121954061797,NA,802.0,0.7017913838811798
565.0,19.093719353710114,NA,134.0,-1.3095185003581624
1039.0,7.517103983020325,NA,542.0,-1.161380513096821
497.0,-4.439196160000012,NA,0.0,-1.7975212984127578
431.0,3.487655546874998,NA,1.0,-0.45493711756124966
642.0,11.337721185080932,NA,160.0,-0.26170376060093653
2404.0,5.380489361586559,NA,1508.0,0.24626014516031228
523.0,0.4470078458333352,NA,18.0,1.1715081336901534
2366.0,-50.946750284545764,NA,876.0,-2.5250808677413072
1145.0,1.2983334147330097,NA,923.0,0.5419464793540186
591.0,-0.6085596907029415,NA,92.0,-0.5747104671754654
611.0,-0.3379533618965734,NA,288.0,-0.46829715051727416
591.0,-10.251477128798182,NA,66.0,-0.5747104671754654
1115.0,-4.161995230727544,NA,644.0,-1.0074766418150674
616.0,-12.576198980000004,NA,156.0,-0.6786661271219945
1563.0,-9.6189981162416,NA,1376.0,2.67436465015959
677.0,-32.57115078703704,NA,0.0,-1.6190055121883198
1255.0,-0.3004305052825259,NA,619.0,-1.6546757475332565
2000.0,7.287759765332732,NA,1666.0,2.3400889594490226
383.0,-37.30112233222222,NA,0.0,-0.636625970101302
2045.0,-1.3926016467809523,NA,1693.0,-1.0074370009822042
2518.0,8.05168180999982,NA,1871.0,7.175990285622143
1009.0,-2.4928009258643606,NA,38.0,-1.5235546042330144
621.0,-0.3901507091619326,NA,0.0,-1.4386654959377663
1567.0,3.2002309434277842,NA,1293.0,1.436213068094848
2370.0,-12.314283659262754,NA,1685.0,3.012811565029178
2745.0,-39.11276191347131,NA,1534.0,5.149212347243069
1076.0,-10.03569826313634,NA,611.0,1.381278959357191
430.0,-8.354455398692803,NA,16.0,-0.7095657204248883
605.0,-12.109005906249994,NA,33.0,1.0033790364612514
5056.0,0.955212798064013,NA,7047.0,7.448716735469079
681.0,-24.26916097222222,NA,0.0,-0.7787004881414996
1901.0,-8.339082086071896,1.1206483843537414,1945.0,6.475349284607042
636.0,2.7328472757787345,NA,132.0,-2.0999853962506134
2146.0,-3.0370658015267202,NA,2339.0,0.4881241590654779
3110.0,-3.246000091159566,NA,4090.0,5.382295688974255
3066.0,-8.271404304972,NA,3221.0,2.282941317701126
644.0,16.34163774081633,NA,136.0,-0.3964701846360789
1188.0,-12.269818709435633,NA,900.0,0.23473725814719426
2182.0,-2.2096837323086067,NA,2180.0,-0.3858468632242366
884.0,-3.6804475749559087,NA,40.0,-1.993106508052442
1123.0,0.1560200580555545,NA,823.0,-1.3668181828636041
2074.0,0.243067864821222,NA,1849.0,-2.9463851575710045
1425.0,-3.1690384741483317,NA,1079.0,2.077046021551909
416.0,-2.17148149533458,NA,112.0,-1.5596444273739638
581.0,-55.53546218750002,NA,0.0,-1.272558545232667
904.0,-16.763087800000005,1.4062962962962962,260.0,-1.7491755980542494
1116.0,-15.058449864803581,NA,26.0,0.2599238095836627
1732.0,-2.1247180587708625,NA,932.0,3.59170744306166
1284.0,-0.6630724680851057,NA,800.0,5.172455623559248
206.0,35.97600400000001,NA,0.0,-1.0605684699154398
798.0,1.0523334959183703,NA,20.0,0.15537067468457436
1194.0,1.3081452549117067,NA,730.0,-0.8672499391432762
1691.0,9.078780536314659,NA,1162.0,1.4307551967724117
920.0,143.7274018595042,NA,0.0,2.4998936389088517
6494.0,0.3137294124655997,NA,9724.0,-4.637451200611061
430.0,NA,NA,0.0,-1.9344727667396002
686.0,NA,NA,0.0,0.3553226581094006
1044.0,0.1445996145260974,NA,404.0,0.8704406071862489
1263.0,-19.126340610149253,NA,434.0,0.8752494776444436
1985.0,-14.28368090868938,NA,1526.0,1.2470334299722448
1773.0,-1.809515454900878,NA,1127.0,0.014872154987173425
925.0,8.761296126145334,NA,200.0,0.55360609869718
2885.0,0.6242084349800477,NA,2463.0,-1.3711483313814623
2029.0,0.8755300073913039,NA,1319.0,-0.3778429783793222
3672.0,0.7930190794477149,NA,1840.0,10.76861757824245
1169.0,-10.167068995549888,NA,603.0,-1.1937446709219715
1210.0,-5.164866995257008,NA,778.0,-3.1219277465010804
1601.0,-6.542217326066314,NA,0.0,2.433772307374538
796.0,0.21230947651637103,NA,470.0,-2.001221557416542
1408.0,0.15540907017299424,NA,784.0,-6.445527637263533
1024.0,20.30404780475444,NA,27.0,1.7258591209884457
